,week,match,w/l,pts,fg%,fg2m,fg2a,fg2%,fg3m,fg3a,fg3%,ftm,fta,ft%,dr,or,tr,ass,st,to,blk,blk_ag,fp,fd,val,team_name,match_link,team_id,season
169,13,Sutjeska-Sloga,L,70.0,46.0,26.0,38.0,68.4,3.0,25.0,12.0,9.0,14.0,64.3,28.0,12.0,40.0,17.0,10.0,20.0,2.0,1.0,17.0,17.0,79.0,KK Sloga,/match/90/22/2/Boxscore/q1/1/home/sutjeska-elektroprivreda-sloga/,86,2022/2023
170,1,TFT-Pelister,L,65.0,39.1,20.0,40.0,50.0,5.0,24.0,20.8,10.0,17.0,58.8,22.0,9.0,31.0,13.0,12.0,16.0,1.0,1.0,28.0,21.0,52.0,KK TFT Mozzart Skopje,/match/4/22/2/Boxscore/q1/1/home/tft-mozzart-skopje-pelister-bitola/,87,2022/2023
171,2,Sutjeska-TFT,L,69.0,40.3,17.0,33.0,51.5,8.0,29.0,27.6,11.0,16.0,68.8,22.0,5.0,27.0,14.0,6.0,14.0,1.0,2.0,25.0,17.0,51.0,KK TFT Mozzart Skopje,/match/12/22/2/Boxscore/q1/1/home/sutjeska-elektroprivreda-tft-mozzart-skopje/,87,2022/2023
172,3,TFT-Zlatibor,L,76.0,51.7,21.0,39.0,53.8,10.0,21.0,47.6,4.0,5.0,80.0,26.0,3.0,29.0,16.0,7.0,16.0,1.0,1.0,25.0,16.0,73.0,KK TFT Mozzart Skopje,/match/17/22/2/Boxscore/q1/1/home/tft-mozzart-skopje-zlatibor-mozzart/,87,2022/2023
173,4,Krka-TFT,L,83.0,44.6,23.0,38.0,60.5,10.0,36.0,27.8,7.0,14.0,50.0,16.0,9.0,25.0,13.0,8.0,7.0,3.0,1.0,15.0,16.0,77.0,KK TFT Mozzart Skopje,/match/27/22/2/Boxscore/q1/1/home/krka-tft-mozzart-skopje/,87,2022/2023
174,5,TFT-Sloga,L,88.0,50.0,16.0,30.0,53.3,16.0,34.0,47.1,8.0,17.0,47.1,17.0,7.0,24.0,19.0,9.0,15.0,2.0,5.0,20.0,16.0,77.0,KK TFT Mozzart Skopje,/match/30/22/2/Boxscore/q1/1/home/tft-mozzart-skopje-sloga/,87,2022/2023
175,6,Podgorica-TFT,W,95.0,46.2,20.0,41.0,48.8,10.0,24.0,41.7,25.0,34.0,73.5,22.0,4.0,26.0,20.0,11.0,14.0,4.0,1.0,27.0,26.0,96.0,KK TFT Mozzart Skopje,/match/42/22/2/Boxscore/q1/1/home/podgorica-bemax-tft-mozzart-skopje/,87,2022/2023
176,7,TFT-Spars,W,102.0,52.8,28.0,46.0,60.9,10.0,26.0,38.5,16.0,21.0,76.2,28.0,8.0,36.0,20.0,12.0,10.0,3.0,2.0,23.0,22.0,121.0,KK TFT Mozzart Skopje,/match/43/22/2/Boxscore/q1/1/home/tft-mozzart-skopje-spars/,87,2022/2023
177,8,TFT-GGD Šenčur,L,74.0,40.7,12.0,25.0,48.0,10.0,29.0,34.5,20.0,24.0,83.3,22.0,7.0,29.0,12.0,6.0,19.0,5.0,3.0,24.0,22.0,66.0,KK TFT Mozzart Skopje,/match/56/22/2/Boxscore/q1/1/home/tft-mozzart-skopje-ggd-sencur/,87,2022/2023
178,9,Široki-TFT,L,58.0,37.5,9.0,24.0,37.5,9.0,24.0,37.5,13.0,16.0,81.3,21.0,4.0,25.0,11.0,9.0,24.0,5.0,2.0,22.0,22.0,49.0,KK TFT Mozzart Skopje,/match/58/22/2/Boxscore/q1/1/home/siroki-tt-kabeli-tft-mozzart-skopje/,87,2022/2023
179,10,TFT-Vr. Osijek,W,74.0,39.7,12.0,32.0,37.5,11.0,26.0,42.3,17.0,26.0,65.4,28.0,9.0,37.0,18.0,9.0,14.0,5.0,4.0,20.0,21.0,82.0,KK TFT Mozzart Skopje,/match/69/22/2/Boxscore/q1/1/home/tft-mozzart-skopje-vrijednosnice-osijek/,87,2022/2023
180,11,Gorica-TFT,L,64.0,46.2,14.0,22.0,63.6,10.0,30.0,33.3,6.0,10.0,60.0,25.0,3.0,28.0,16.0,3.0,12.0,1.0,1.0,19.0,18.0,66.0,KK TFT Mozzart Skopje,/match/73/22/2/Boxscore/q1/1/home/gorica-tft-mozzart-skopje/,87,2022/2023
181,12,TFT-Borac BL,L,75.0,45.5,17.0,33.0,51.5,13.0,33.0,39.4,2.0,6.0,33.3,14.0,7.0,21.0,16.0,10.0,13.0,4.0,2.0,25.0,15.0,61.0,KK TFT Mozzart Skopje,/match/82/22/2/Boxscore/q1/1/home/tft-mozzart-skopje-borac-wwin/,87,2022/2023
182,13,Helios-TFT,L,61.0,42.6,10.0,22.0,45.5,10.0,25.0,40.0,11.0,15.0,73.3,16.0,4.0,20.0,13.0,7.0,17.0,2.0,3.0,20.0,13.0,45.0,KK TFT Mozzart Skopje,/match/88/22/2/Boxscore/q1/1/home/kansai-helios-domzale-tft-mozzart-skopje/,87,2022/2023
183,1,GGD Šenčur-Helios,L,79.0,46.5,24.0,46.0,52.2,9.0,25.0,36.0,4.0,7.0,57.1,20.0,8.0,28.0,21.0,10.0,11.0,3.0,4.0,22.0,11.0,74.0,KK Gorenjska gradbena družba Šenčur,/match/5/22/2/Boxscore/q1/1/home/ggd-sencur-kansai-helios-domzale/,88,2022/2023
184,2,Pelister-GGD Šenčur,L,67.0,42.2,23.0,44.0,52.3,4.0,20.0,20.0,9.0,18.0,50.0,33.0,13.0,46.0,22.0,5.0,20.0,5.0,1.0,22.0,20.0,76.0,KK Gorenjska gradbena družba Šenčur,/match/11/22/2/Boxscore/q1/1/home/pelister-bitola-ggd-sencur/,88,2022/2023
185,3,GGD Šenčur-Sutjeska,L,63.0,40.0,15.0,34.0,44.1,7.0,21.0,33.3,12.0,24.0,50.0,26.0,13.0,39.0,15.0,9.0,23.0,3.0,0.0,27.0,24.0,58.0,KK Gorenjska gradbena družba Šenčur,/match/18/22/2/Boxscore/q1/1/home/ggd-sencur-sutjeska-elektroprivreda/,88,2022/2023
186,4,Zlatibor-GGD Šenčur,L,62.0,43.9,22.0,37.0,59.5,3.0,20.0,15.0,9.0,11.0,81.8,19.0,8.0,27.0,10.0,7.0,13.0,1.0,2.0,22.0,19.0,55.0,KK Gorenjska gradbena družba Šenčur,/match/26/22/2/Boxscore/q1/1/home/zlatibor-mozzart-ggd-sencur/,88,2022/2023
187,5,GGD Šenčur-Krka,L,63.0,37.5,18.0,42.0,42.9,3.0,14.0,21.4,18.0,19.0,94.7,27.0,8.0,35.0,11.0,6.0,17.0,2.0,2.0,26.0,20.0,56.0,KK Gorenjska gradbena družba Šenčur,/match/31/22/2/Boxscore/q1/1/home/ggd-sencur-krka/,88,2022/2023
188,6,Sloga-GGD Šenčur,L,94.0,40.7,28.0,55.0,50.9,7.0,31.0,22.6,17.0,26.0,65.4,20.0,19.0,39.0,19.0,7.0,14.0,2.0,4.0,32.0,28.0,79.0,KK Gorenjska gradbena družba Šenčur,/match/41/22/2/Boxscore/q1/1/home/sloga-ggd-sencur/,88,2022/2023
189,7,GGD Šenčur-Podgorica,L,67.0,38.9,18.0,38.0,47.4,3.0,16.0,18.8,22.0,30.0,73.3,16.0,11.0,27.0,13.0,8.0,17.0,4.0,3.0,25.0,28.0,61.0,KK Gorenjska gradbena družba Šenčur,/match/44/22/2/Boxscore/q1/1/home/ggd-sencur-podgorica-bemax/,88,2022/2023
190,8,TFT-GGD Šenčur,W,91.0,50.7,31.0,49.0,63.3,5.0,22.0,22.7,14.0,23.0,60.9,25.0,10.0,35.0,27.0,14.0,11.0,3.0,5.0,22.0,24.0,112.0,KK Gorenjska gradbena družba Šenčur,/match/56/22/2/Boxscore/q1/1/home/tft-mozzart-skopje-ggd-sencur/,88,2022/2023
191,9,GGD Šenčur-Spars,W,76.0,50.0,26.0,45.0,57.8,7.0,21.0,33.3,3.0,4.0,75.0,29.0,8.0,37.0,20.0,6.0,11.0,6.0,0.0,22.0,15.0,93.0,KK Gorenjska gradbena družba Šenčur,/match/57/22/2/Boxscore/q1/1/home/ggd-sencur-spars/,88,2022/2023
192,10,GGD Šenčur-Široki,L,61.0,35.4,15.0,40.0,37.5,8.0,25.0,32.0,7.0,14.0,50.0,20.0,12.0,32.0,13.0,4.0,9.0,6.0,3.0,25.0,19.0,49.0,KK Gorenjska gradbena družba Šenčur,/match/70/22/2/Boxscore/q1/1/home/ggd-sencur-siroki-tt-kabeli/,88,2022/2023
193,11,Vr. Osijek-GGD Šenčur,W,84.0,50.0,22.0,39.0,56.4,7.0,19.0,36.8,19.0,30.0,63.3,28.0,12.0,40.0,17.0,4.0,7.0,7.0,1.0,26.0,24.0,102.0,KK Gorenjska gradbena družba Šenčur,/match/72/22/2/Boxscore/q1/1/home/vrijednosnice-osijek-ggd-sencur/,88,2022/2023
194,12,GGD Šenčur-Gorica,W,74.0,48.3,22.0,39.0,56.4,6.0,19.0,31.6,12.0,21.0,57.1,23.0,15.0,38.0,19.0,9.0,16.0,1.0,0.0,22.0,20.0,84.0,KK Gorenjska gradbena družba Šenčur,/match/83/22/2/Boxscore/q1/1/home/ggd-sencur-gorica/,88,2022/2023
195,13,Borac BL-GGD Šenčur,L,61.0,39.3,18.0,38.0,47.4,6.0,23.0,26.1,7.0,14.0,50.0,22.0,9.0,31.0,14.0,8.0,8.0,5.0,1.0,22.0,19.0,63.0,KK Gorenjska gradbena družba Šenčur,/match/87/22/2/Boxscore/q1/1/home/borac-wwin-ggd-sencur/,88,2022/2023
196,1,Vojvodina-Široki,W,80.0,44.4,19.0,36.0,52.8,9.0,27.0,33.3,15.0,20.0,75.0,26.0,9.0,35.0,11.0,7.0,9.0,0.0,1.0,18.0,25.0,90.0,HKK Široki TT Kabeli,/match/6/23/2/Boxscore/q1/1/home/vojvodina-mts-siroki-tt-kabeli/,6,2023/2024
197,2,Široki-TFT,W,85.0,55.0,21.0,31.0,67.7,12.0,29.0,41.4,7.0,9.0,77.8,21.0,7.0,28.0,21.0,6.0,11.0,0.0,1.0,15.0,18.0,102.0,HKK Široki TT Kabeli,/match/9/23/2/Boxscore/q1/1/home/siroki-tt-kabeli-tft-mozzart-skopje/,6,2023/2024
198,3,Zlatibor-Široki,L,72.0,39.4,18.0,38.0,47.4,8.0,28.0,28.6,12.0,22.0,54.5,13.0,11.0,24.0,7.0,6.0,11.0,4.0,3.0,26.0,26.0,49.0,HKK Široki TT Kabeli,/match/21/23/2/Boxscore/q1/1/home/zlatibor-mozzart-siroki-tt-kabeli/,6,2023/2024
199,4,Šibenka-Široki,W,80.0,44.0,26.0,40.0,65.0,7.0,35.0,20.0,7.0,14.0,50.0,20.0,13.0,33.0,12.0,9.0,7.0,0.0,0.0,15.0,18.0,81.0,HKK Široki TT Kabeli,/match/22/23/2/Boxscore/q1/1/home/sibenka-siroki-tt-kabeli/,6,2023/2024
200,5,Široki-Ced Jr.,W,84.0,40.3,23.0,38.0,60.5,6.0,34.0,17.6,20.0,24.0,83.3,24.0,13.0,37.0,15.0,4.0,4.0,0.0,4.0,21.0,22.0,86.0,HKK Široki TT Kabeli,/match/35/23/2/Boxscore/q1/1/home/siroki-tt-kabeli-cedevita-junior/,6,2023/2024
201,6,Pelister-Široki,W,75.0,43.9,20.0,35.0,57.1,9.0,31.0,29.0,8.0,12.0,66.7,20.0,15.0,35.0,14.0,11.0,18.0,1.0,2.0,22.0,18.0,71.0,HKK Široki TT Kabeli,/match/37/23/2/Boxscore/q1/1/home/pelister-bitola-siroki-tt-kabeli/,6,2023/2024
202,7,Široki-Helios,W,82.0,48.4,20.0,40.0,50.0,11.0,24.0,45.8,9.0,17.0,52.9,23.0,13.0,36.0,16.0,10.0,11.0,5.0,3.0,19.0,19.0,94.0,HKK Široki TT Kabeli,/match/48/23/2/Boxscore/q1/1/home/siroki-tt-kabeli-kansai-helios-domzale/,6,2023/2024
203,8,Sutjeska-Široki,W,81.0,45.2,18.0,38.0,47.4,10.0,24.0,41.7,15.0,22.0,68.2,18.0,8.0,26.0,14.0,11.0,8.0,0.0,2.0,21.0,21.0,81.0,HKK Široki TT Kabeli,/match/52/23/2/Boxscore/q1/1/home/sutjeska-elektroprivreda-siroki-tt-kabeli/,6,2023/2024
204,9,Široki-Borac BL,L,68.0,32.3,8.0,28.0,28.6,12.0,34.0,35.3,16.0,22.0,72.7,20.0,8.0,28.0,11.0,7.0,6.0,3.0,2.0,23.0,22.0,60.0,HKK Široki TT Kabeli,/match/61/23/2/Boxscore/q1/1/home/siroki-tt-kabeli-borac-wwin/,6,2023/2024
205,10,Podgorica-Široki,L,77.0,40.9,17.0,32.0,53.1,10.0,34.0,29.4,13.0,17.0,76.5,18.0,11.0,29.0,15.0,8.0,15.0,1.0,2.0,19.0,22.0,73.0,HKK Široki TT Kabeli,/match/67/23/2/Boxscore/q1/1/home/podgorica-bemax-siroki-tt-kabeli/,6,2023/2024
206,11,Široki-Spartak,L,67.0,33.9,15.0,34.0,44.1,6.0,28.0,21.4,19.0,24.0,79.2,17.0,10.0,27.0,9.0,7.0,11.0,2.0,5.0,19.0,23.0,54.0,HKK Široki TT Kabeli,/match/74/23/2/Boxscore/q1/1/home/siroki-tt-kabeli-spartak-office-shoes/,6,2023/2024
207,12,GGD Šenčur-Široki,W,79.0,48.3,27.0,37.0,73.0,2.0,23.0,8.7,19.0,28.0,67.9,27.0,11.0,38.0,15.0,9.0,15.0,0.0,2.0,22.0,25.0,87.0,HKK Široki TT Kabeli,/match/82/23/2/Boxscore/q1/1/home/ggd-sencur-siroki-tt-kabeli/,6,2023/2024
208,13,Široki-MZT Skopje,W,82.0,41.8,17.0,34.0,50.0,11.0,33.0,33.3,15.0,23.0,65.2,26.0,19.0,45.0,20.0,7.0,10.0,4.0,2.0,28.0,23.0,94.0,HKK Široki TT Kabeli,/match/87/23/2/Boxscore/q1/1/home/siroki-tt-kabeli-mzt-skopje-aerodrom/,6,2023/2024
209,14,MZT Skopje-Široki,L,69.0,40.7,15.0,33.0,45.5,9.0,26.0,34.6,12.0,17.0,70.6,19.0,11.0,30.0,10.0,7.0,14.0,1.0,4.0,26.0,20.0,53.0,HKK Široki TT Kabeli,/match/95/23/2/Boxscore/q1/1/home/mzt-skopje-aerodrom-siroki-tt-kabeli/,6,2023/2024
210,15,Široki-MZT Skopje,W,70.0,40.4,13.0,26.0,50.0,8.0,26.0,30.8,20.0,30.0,66.7,22.0,5.0,27.0,17.0,9.0,11.0,4.0,3.0,20.0,25.0,77.0,HKK Široki TT Kabeli,/match/99/23/2/Boxscore/q1/1/home/siroki-tt-kabeli-mzt-skopje-aerodrom/,6,2023/2024
211,1,Spartak-Helios,L,73.0,44.8,20.0,39.0,51.3,10.0,28.0,35.7,3.0,4.0,75.0,13.0,7.0,20.0,12.0,4.0,10.0,3.0,9.0,24.0,17.0,48.0,KK Kansai Helios Domžale,/match/3/23/2/Boxscore/q1/1/home/spartak-office-shoes-kansai-helios-domzale/,20,2023/2024
212,2,Helios-GGD Šenčur,L,71.0,40.7,17.0,32.0,53.1,5.0,22.0,22.7,22.0,25.0,88.0,18.0,7.0,25.0,8.0,4.0,13.0,0.0,1.0,19.0,26.0,66.0,KK Kansai Helios Domžale,/match/12/23/2/Boxscore/q1/1/home/kansai-helios-domzale-ggd-sencur/,20,2023/2024
213,3,MZT Skopje-Helios,W,87.0,49.1,17.0,30.0,56.7,11.0,27.0,40.7,20.0,28.0,71.4,24.0,6.0,30.0,16.0,5.0,10.0,1.0,3.0,15.0,26.0,100.0,KK Kansai Helios Domžale,/match/18/23/2/Boxscore/q1/1/home/mzt-skopje-aerodrom-kansai-helios-domzale/,20,2023/2024
214,4,Helios-Vojvodina,L,83.0,41.5,14.0,25.0,56.0,13.0,40.0,32.5,16.0,23.0,69.6,33.0,7.0,40.0,17.0,3.0,14.0,2.0,0.0,27.0,25.0,84.0,KK Kansai Helios Domžale,/match/25/23/2/Boxscore/q1/1/home/kansai-helios-domzale-vojvodina-mts/,20,2023/2024
215,5,TFT-Helios,W,70.0,38.3,18.0,38.0,47.4,5.0,22.0,22.7,19.0,24.0,79.2,29.0,11.0,40.0,20.0,7.0,12.0,5.0,3.0,15.0,24.0,94.0,KK Kansai Helios Domžale,/match/33/23/2/Boxscore/q1/1/home/tft-mozzart-skopje-kansai-helios-domzale/,20,2023/2024
216,6,Helios-Zlatibor,L,72.0,43.8,20.0,33.0,60.6,8.0,31.0,25.8,8.0,8.0,100.0,13.0,11.0,24.0,13.0,6.0,10.0,1.0,2.0,16.0,17.0,69.0,KK Kansai Helios Domžale,/match/38/23/2/Boxscore/q1/1/home/kansai-helios-domzale-zlatibor-mozzart/,20,2023/2024
217,7,Široki-Helios,L,63.0,39.1,22.0,37.0,59.5,5.0,32.0,15.6,4.0,6.0,66.7,21.0,17.0,38.0,12.0,7.0,15.0,3.0,5.0,19.0,19.0,59.0,KK Kansai Helios Domžale,/match/48/23/2/Boxscore/q1/1/home/siroki-tt-kabeli-kansai-helios-domzale/,20,2023/2024
218,8,Helios-Ced Jr.,W,88.0,42.7,21.0,39.0,53.8,11.0,36.0,30.6,13.0,15.0,86.7,16.0,15.0,31.0,17.0,19.0,14.0,3.0,3.0,17.0,19.0,98.0,KK Kansai Helios Domžale,/match/51/23/2/Boxscore/q1/1/home/kansai-helios-domzale-cedevita-junior/,20,2023/2024
219,9,Pelister-Helios,L,81.0,50.0,23.0,32.0,71.9,8.0,30.0,26.7,11.0,18.0,61.1,24.0,16.0,40.0,20.0,5.0,15.0,4.0,3.0,19.0,19.0,94.0,KK Kansai Helios Domžale,/match/63/23/2/Boxscore/q1/1/home/pelister-bitola-kansai-helios-domzale/,20,2023/2024
220,10,Šibenka-Helios,W,88.0,42.0,20.0,39.0,51.3,9.0,30.0,30.0,21.0,23.0,91.3,22.0,9.0,31.0,22.0,17.0,12.0,1.0,5.0,16.0,21.0,105.0,KK Kansai Helios Domžale,/match/64/23/2/Boxscore/q1/1/home/sibenka-kansai-helios-domzale/,20,2023/2024
221,11,Helios-Sutjeska,L,53.0,32.8,14.0,22.0,63.6,6.0,39.0,15.4,7.0,8.0,87.5,17.0,6.0,23.0,11.0,13.0,15.0,2.0,0.0,23.0,15.0,37.0,KK Kansai Helios Domžale,/match/77/23/2/Boxscore/q1/1/home/kansai-helios-domzale-sutjeska-elektroprivreda/,20,2023/2024
222,12,Borac BL-Helios,W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KK Kansai Helios Domžale,/match/79/23/2/Boxscore/q1/1/home/borac-wwin-kansai-helios-domzale/,20,2023/2024
223,13,Helios-Podgorica,W,76.0,38.0,19.0,37.0,51.4,8.0,34.0,23.5,14.0,15.0,93.3,25.0,14.0,39.0,17.0,9.0,12.0,0.0,5.0,22.0,19.0,76.0,KK Kansai Helios Domžale,/match/90/23/2/Boxscore/q1/1/home/kansai-helios-domzale-podgorica-bemax/,20,2023/2024
224,14,Helios-Spartak,L,71.0,34.9,14.0,32.0,43.8,8.0,31.0,25.8,19.0,25.0,76.0,20.0,10.0,30.0,12.0,9.0,12.0,1.0,5.0,24.0,21.0,56.0,KK Kansai Helios Domžale,/match/92/23/2/Boxscore/q1/1/home/kansai-helios-domzale-spartak-office-shoes/,20,2023/2024
225,15,Spartak-Helios,L,68.0,44.8,20.0,33.0,60.6,6.0,25.0,24.0,10.0,11.0,90.9,14.0,8.0,22.0,10.0,13.0,14.0,2.0,7.0,18.0,19.0,62.0,KK Kansai Helios Domžale,/match/96/23/2/Boxscore/q1/1/home/spartak-office-shoes-kansai-helios-domzale/,20,2023/2024
226,1,Borac BL-Šibenka,L,81.0,43.8,13.0,30.0,43.3,15.0,34.0,44.1,10.0,15.0,66.7,21.0,8.0,29.0,12.0,10.0,14.0,1.0,1.0,20.0,19.0,76.0,KK Šibenka,/match/1/23/2/Boxscore/q1/1/home/borac-wwin-sibenka/,23,2023/2024
227,2,Šibenka-Zlatibor,L,80.0,37.9,16.0,43.0,37.2,9.0,23.0,39.1,21.0,28.0,75.0,28.0,7.0,35.0,17.0,7.0,15.0,3.0,6.0,19.0,25.0,79.0,KK Šibenka,/match/8/23/2/Boxscore/q1/1/home/sibenka-zlatibor-mozzart/,23,2023/2024
228,3,Podgorica-Šibenka,L,74.0,48.3,19.0,36.0,52.8,9.0,22.0,40.9,9.0,14.0,64.3,24.0,3.0,27.0,12.0,2.0,15.0,3.0,0.0,17.0,21.0,72.0,KK Šibenka,/match/15/23/2/Boxscore/q1/1/home/podgorica-bemax-sibenka/,23,2023/2024
229,4,Šibenka-Široki,L,73.0,55.6,21.0,32.0,65.6,9.0,22.0,40.9,4.0,6.0,66.7,25.0,2.0,27.0,13.0,2.0,16.0,0.0,0.0,18.0,14.0,69.0,KK Šibenka,/match/22/23/2/Boxscore/q1/1/home/sibenka-siroki-tt-kabeli/,23,2023/2024
230,5,Spartak-Šibenka,L,71.0,49.1,19.0,28.0,67.9,8.0,27.0,29.6,9.0,13.0,69.2,23.0,5.0,28.0,12.0,7.0,16.0,4.0,1.0,24.0,20.0,69.0,KK Šibenka,/match/29/23/2/Boxscore/q1/1/home/spartak-office-shoes-sibenka/,23,2023/2024
231,6,Šibenka-Ced Jr.,W,79.0,44.7,29.0,48.0,60.4,5.0,28.0,17.9,6.0,7.0,85.7,26.0,13.0,39.0,17.0,5.0,7.0,5.0,4.0,17.0,16.0,90.0,KK Šibenka,/match/36/23/2/Boxscore/q1/1/home/sibenka-cedevita-junior/,23,2023/2024
232,7,GGD Šenčur-Šibenka,L,57.0,32.3,16.0,40.0,40.0,5.0,25.0,20.0,10.0,12.0,83.3,26.0,14.0,40.0,10.0,6.0,20.0,2.0,5.0,23.0,18.0,39.0,KK Šibenka,/match/43/23/2/Boxscore/q1/1/home/ggd-sencur-sibenka/,23,2023/2024
233,8,Šibenka-Pelister,L,78.0,38.2,21.0,41.0,51.2,8.0,35.0,22.9,12.0,16.0,75.0,24.0,13.0,37.0,11.0,7.0,17.0,2.0,3.0,24.0,20.0,60.0,KK Šibenka,/match/50/23/2/Boxscore/q1/1/home/sibenka-pelister-bitola/,23,2023/2024
234,9,MZT Skopje-Šibenka,L,77.0,45.6,20.0,36.0,55.6,6.0,21.0,28.6,19.0,22.0,86.4,29.0,10.0,39.0,12.0,5.0,21.0,2.0,2.0,18.0,21.0,81.0,KK Šibenka,/match/57/23/2/Boxscore/q1/1/home/mzt-skopje-aerodrom-sibenka/,23,2023/2024
235,10,Šibenka-Helios,L,71.0,43.1,16.0,31.0,51.6,9.0,27.0,33.3,12.0,16.0,75.0,26.0,7.0,33.0,15.0,7.0,24.0,5.0,1.0,21.0,16.0,64.0,KK Šibenka,/match/64/23/2/Boxscore/q1/1/home/sibenka-kansai-helios-domzale/,23,2023/2024
236,11,Vojvodina-Šibenka,L,68.0,41.7,17.0,33.0,51.5,8.0,27.0,29.6,10.0,10.0,100.0,25.0,3.0,28.0,13.0,2.0,15.0,3.0,0.0,24.0,18.0,58.0,KK Šibenka,/match/71/23/2/Boxscore/q1/1/home/vojvodina-mts-sibenka/,23,2023/2024
237,12,Šibenka-Sutjeska,L,72.0,43.3,22.0,39.0,56.4,4.0,21.0,19.0,16.0,22.0,72.7,29.0,4.0,33.0,17.0,7.0,11.0,4.0,5.0,20.0,20.0,77.0,KK Šibenka,/match/78/23/2/Boxscore/q1/1/home/sibenka-sutjeska-elektroprivreda/,23,2023/2024
238,13,TFT-Šibenka,W,89.0,45.2,18.0,33.0,54.5,10.0,29.0,34.5,23.0,27.0,85.2,30.0,11.0,41.0,19.0,3.0,10.0,2.0,3.0,20.0,27.0,110.0,KK Šibenka,/match/85/23/2/Boxscore/q1/1/home/tft-mozzart-skopje-sibenka/,23,2023/2024
239,1,MZT Skopje-Ced Jr.,L,79.0,42.4,20.0,38.0,52.6,8.0,28.0,28.6,15.0,19.0,78.9,18.0,8.0,26.0,13.0,8.0,13.0,0.0,1.0,21.0,22.0,71.0,KK MZT Skopje Aerodrom,/match/5/23/2/Boxscore/q1/1/home/mzt-skopje-aerodrom-cedevita-junior/,32,2023/2024
240,2,Pelister-MZT Skopje,W,91.0,55.4,26.0,39.0,66.7,10.0,26.0,38.5,9.0,9.0,100.0,20.0,6.0,26.0,16.0,10.0,9.0,3.0,5.0,20.0,13.0,96.0,KK MZT Skopje Aerodrom,/match/11/23/2/Boxscore/q1/1/home/pelister-bitola-mzt-skopje-aerodrom/,32,2023/2024
241,3,MZT Skopje-Helios,L,83.0,48.5,25.0,42.0,59.5,8.0,26.0,30.8,9.0,12.0,75.0,23.0,9.0,32.0,19.0,3.0,12.0,3.0,1.0,26.0,14.0,77.0,KK MZT Skopje Aerodrom,/match/18/23/2/Boxscore/q1/1/home/mzt-skopje-aerodrom-kansai-helios-domzale/,32,2023/2024
242,4,Sutjeska-MZT Skopje,W,93.0,51.4,26.0,44.0,59.1,10.0,26.0,38.5,11.0,16.0,68.8,33.0,9.0,42.0,18.0,8.0,8.0,3.0,2.0,26.0,18.0,107.0,KK MZT Skopje Aerodrom,/match/26/23/2/Boxscore/q1/1/home/sutjeska-elektroprivreda-mzt-skopje-aerodrom/,32,2023/2024
243,5,MZT Skopje-Borac BL,W,67.0,40.7,14.0,29.0,48.3,8.0,25.0,32.0,15.0,23.0,65.2,25.0,8.0,33.0,16.0,9.0,14.0,5.0,0.0,16.0,22.0,82.0,KK MZT Skopje Aerodrom,/match/31/23/2/Boxscore/q1/1/home/mzt-skopje-aerodrom-borac-wwin/,32,2023/2024
244,6,Podgorica-MZT Skopje,W,78.0,41.2,19.0,32.0,59.4,9.0,36.0,25.0,13.0,17.0,76.5,29.0,13.0,42.0,13.0,6.0,10.0,6.0,2.0,25.0,21.0,85.0,KK MZT Skopje Aerodrom,/match/41/23/2/Boxscore/q1/1/home/podgorica-bemax-mzt-skopje-aerodrom/,32,2023/2024
245,7,MZT Skopje-Spartak,L,81.0,46.4,23.0,43.0,53.5,9.0,26.0,34.6,8.0,9.0,88.9,23.0,7.0,30.0,16.0,9.0,4.0,3.0,2.0,23.0,20.0,92.0,KK MZT Skopje Aerodrom,/match/44/23/2/Boxscore/q1/1/home/mzt-skopje-aerodrom-spartak-office-shoes/,32,2023/2024
246,8,GGD Šenčur-MZT Skopje,W,75.0,48.2,19.0,38.0,50.0,8.0,18.0,44.4,13.0,16.0,81.3,22.0,4.0,26.0,15.0,10.0,17.0,7.0,4.0,20.0,20.0,80.0,KK MZT Skopje Aerodrom,/match/56/23/2/Boxscore/q1/1/home/ggd-sencur-mzt-skopje-aerodrom/,32,2023/2024
247,9,MZT Skopje-Šibenka,W,93.0,46.2,25.0,46.0,54.3,11.0,32.0,34.4,10.0,13.0,76.9,18.0,10.0,28.0,15.0,15.0,6.0,2.0,2.0,21.0,18.0,97.0,KK MZT Skopje Aerodrom,/match/57/23/2/Boxscore/q1/1/home/mzt-skopje-aerodrom-sibenka/,32,2023/2024
248,10,MZT Skopje-Vojvodina,W,89.0,45.9,13.0,27.0,48.1,15.0,34.0,44.1,18.0,20.0,90.0,18.0,6.0,24.0,17.0,5.0,8.0,4.0,2.0,25.0,22.0,91.0,KK MZT Skopje Aerodrom,/match/70/23/2/Boxscore/q1/1/home/mzt-skopje-aerodrom-vojvodina-mts/,32,2023/2024
249,11,TFT-MZT Skopje,W,95.0,51.7,21.0,35.0,60.0,9.0,23.0,39.1,26.0,32.0,81.3,28.0,10.0,38.0,25.0,6.0,9.0,2.0,3.0,20.0,25.0,125.0,KK MZT Skopje Aerodrom,/match/72/23/2/Boxscore/q1/1/home/tft-mozzart-skopje-mzt-skopje-aerodrom/,32,2023/2024
